[[118, 83, 119, 42, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 4.6399998664856]
[[118, 119, 42, 83, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 3, 0, 0, 0], 4.78260850906372]
[[118, 42, 167, 119, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 4.55882358551025]
[[118, 42, 119, 167, 11, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.71875]
[[118, 119, 83, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.70000004768372]
[[123, 118, 42, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 5.0]
[[118, 119, 83, 167, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 4.0]
[[118, 83, 42, 119, 8, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.66666674613953]
[[119, 83, 118, 42, 2, 8, 0, 0, 12, 11, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.0]
[[167, 169, 119, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.0]
[[74, 0, 0, 0, 3, 8, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.74520540237427]
[[160, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.63392877578735]
[[74, 0, 0, 0, 11, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.5789475440979]
[[167, 160, 0, 0, 11, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.67741918563843]
[[119, 0, 0, 0, 11, 0, 0, 0, 12, 11, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0], 4.56666660308838]
[[123, 118, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.16666650772095]
[[160, 0, 0, 0, 3, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 5.0]
[[118, 119, 147, 0, 0, 0, 0, 0, 12, 11, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0], 4.0]
[[147, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.0]
