[[42, 87, 40, 91, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 4.6399998664856]
[[42, 40, 91, 87, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 0, 0, 0], 4.78260850906372]
[[42, 91, 167, 40, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 4.55882358551025]
[[42, 91, 40, 167, 14, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.71875]
[[42, 40, 87, 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.70000004768372]
[[21, 42, 91, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 5.0]
[[42, 40, 87, 167, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 4.0]
[[42, 87, 91, 40, 11, 0, 0, 0, 6, 18, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.66666674613953]
[[40, 87, 42, 91, 5, 11, 0, 0, 19, 18, 7, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.0]
[[167, 169, 40, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0], 3.0]
[[8, 0, 0, 0, 6, 11, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.74520540237427]
[[150, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.63392877578735]
[[8, 0, 0, 0, 14, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.5789475440979]
[[167, 150, 0, 0, 14, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.67741918563843]
[[40, 0, 0, 0, 14, 0, 0, 0, 6, 19, 18, 0, 5, 0, 0, 0, 0, 0, 0, 0], 4.56666660308838]
[[21, 42, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.16666650772095]
[[150, 0, 0, 0, 6, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 5.0]
[[42, 40, 139, 0, 0, 0, 0, 0, 19, 18, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0], 4.0]
[[139, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.0]
[[97, 21, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 0.0]
[[42, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.51388883590698]
[[91, 0, 0, 0, 11, 0, 0, 0, 19, 7, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.83333349227905]
[[39, 81, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.39130449295044]
[[42, 39, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.5]
[[91, 39, 39, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.81818199157715]
[[40, 0, 0, 0, 6, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.54545450210571]
[[42, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 2.375]
[[91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 4.5]
[[167, 91, 0, 0, 0, 0, 0, 0, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 3.66666674613953]
[[91, 39, 167, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], 3.5]
[[40, 0, 0, 0, 0, 0, 0, 0, 19, 18, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0], 3.63380289077759]
[[40, 0, 0, 0, 0, 0, 0, 0, 19, 11, 18, 11, 0, 0, 0, 0, 4, 0, 0, 0], 4.47222232818604]
[[40, 0, 0, 0, 0, 0, 0, 0, 18, 11, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0], 4.59999990463257]
